ประเภทสัตว์,size,น้ำหนัก (กก.),อายุ (ปี),อายุ (เดือน),ชื่อของผลิตภัณฑ์,ชนิดของอาหาร,ประเภทอาหาร,ปริมาณอาหาร (กก.),งบประมาณ (บาท),ปริมาณที่กิน (g)/วัน,ปริมาณที่กิน (g)/ครั้ง,ความถี่,สัดส่วนของสารอาหารต่อ 100 กรัม (Protein),สัดส่วนของสารอาหารต่อ 100 กรัม (Fat),สัดส่วนของสารอาหารต่อ 100 กรัม (Fiber),สัดส่วนของสารอาหารต่อ 100 กรัม (Calcium),สัดส่วนของสารอาหารต่อ 100 กรัม (Ash),สัดส่วนของสารอาหารต่อ 100 กรัม (Phosphorus),สัดส่วนของสารอาหารต่อ 100 กรัม (Omega-6 fatty acids),สัดส่วนของสารอาหารต่อ 100 กรัม (Moisture)
หมา,เล็ก,5,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",74,24.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,6,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",89,29.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,7,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",102,34,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,8,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",116,38.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,9,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",130,43.3,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,10,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",144,48,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,1,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",60,30,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,3,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",67,33.5,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,5,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",74,37,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,6,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",89,44.5,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,7,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",104,52,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,8,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",119,59.5,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,9,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",134,67,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,10,0,6,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",149,74.5,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,1,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",60,30,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,3,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",67,33.5,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,5,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",74,37,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,6,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",89,44.5,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,7,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",104,52,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,8,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",119,59.5,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,9,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",134,67,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,10,0,9,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,พัฒนาระบบภูมิคุ้มกัน,12,"3,200.00",149,74.5,2,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,1,0,2,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,50,16.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,3,0,2,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,55,18.3,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,5,0,2,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,60,20,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,6,0,2,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,64,21.3,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,7,0,2,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,67,22.3,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,8,0,2,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,71,23.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,9,0,2,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,75,25,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,10,0,2,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,79,26.3,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,1,0,3,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,55,18.3,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,3,0,3,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,72,24,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,5,0,3,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,89,29.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,6,0,3,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,95,31.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,7,0,3,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,101,33.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,8,0,3,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,107,35.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,9,0,3,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,113,37.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,10,0,3,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,119,39.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,1,0,4,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,60,20,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,3,0,4,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,72,24,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,5,0,4,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,84,28,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,6,0,4,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,92,30.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,7,0,4,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,101,33.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,8,0,4,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,108,36.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,9,0,4,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,116,38.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,10,0,4,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,119,39.7,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
หมา,เล็ก,1,0,5,โปรแพลนสุนัข สูตรลูกสุนัข​ พันธุ์เล็กและพันธุ์ตุ๊กตา​,เม็ด,เสริมสร้างระบบสมองและการมองเห็น,2.5,750,60,20,3,28% - 32%,12% - 18%,2% - 3%,1.0% - 1.5%,7% - 8%,0.8% - 1.2%,1.5% - 2.5%,10%
